Product Name,Code,Model 1,Model 2,Model 3,Model 4,Model 5,Model 6,Model 7,Model 8,Model 9,Model 10,Model 11,Model 12,,
HP Hewlett Packard,CHP-C4092A,LaserShot LBP200,LaserShot LBP250,LaserShot LBP350,LaserShot LBP800,LaserShot LBP810,La,,,,,,,,
Canon,CHP-C4092A-PT,LaserShot LBP200,LaserShot LBP250,LaserShot LBP350,LaserShot LBP800,LaserShot LBP810,La,,,,,,,,
HP Hewlett Packard,CHP-C4092A-PT,LaserShot LBP200,LaserShot LBP250,LaserShot LBP350,LaserShot LBP800,LaserShot LBP810,La,,,,,,,,
Canon,CHP-C4182X-R,imageCLASS 4000,,,,,,,,,,,,,
HP Hewlett Packard,CHP-C4182X-R,LASERJET 8100,LASERJET 8150,MOPIER 320,,,,,,,,,,,
Canon,CHP-C8061X,LBP-52X,LBP-1760,LBP-1760E,,,,,,,,,,,
HP Hewlett Packard,CHP-C8061X,LASERJET 4100,LASERJET 4000,LaserJet 4000,,,,,,,,,,,
Canon,CHP-C8061X-PT,LASERJET 4100,LASERJET 4000,LaserJet 4000,,,,,,,,,,,
HP Hewlett Packard,CHP-C8061X-PT,LASERJET 4100,LASERJET 4000,LaserJet 4000,,,,,,,,,,,
Canon,CHP-C9720A,imageCLASS C2500,,,,,,,,,,,,,
HP Hewlett Packard,CHP-C9720A,COLOR LASERJET 4600,4600DN,4600DTN,4600HDN,4600N,4,,,,,,,,
Canon,CHP-C9720A-PT,imageCLASS C2500,,,,,,,,,,,,,
HP Hewlett Packard,CHP-C9720A-PT,COLOR LASERJET 4600,4600DN,4600DTN,4600HDN,4600N,4,,,,,,,,
Canon,CHP-C9721A,imageCLASS C2500,,,,,,,,,,,,,
HP Hewlett Packard,CHP-C9721A,COLOR LASERJET 4600,4600DN,4600DTN,4600HDN,4600N,4,,,,,,,,
Canon,CHP-C9721A-PT,imageCLASS C2500,,,,,,,,,,,,,
HP Hewlett Packard,CHP-C9721A-PT,COLOR LASERJET 4600,4600DN,4600DTN,4600HDN,4600N,4,,,,,,,,
Canon,CHP-C9722A,imageCLASS C2500,,,,,,,,,,,,,
HP Hewlett Packard,CHP-C9722A-PT,COLOR LASERJET 4600,4600DN,4600DTN,4600HDN,4600N,4,,,,,,,,
Canon,CHP-C9723A,imageCLASS C2500,,,,,,,,,,,,,
HP Hewlett Packard,CHP-C9723A,COLOR LASERJET 4600,4600DN,4600DTN,4600HDN,4600N,4,,,,,,,,
Canon,CHP-C9723A-PT,imageCLASS C2500,,,,,,,,,,,,,
HP Hewlett Packard,CHP-C9723A-PT,COLOR LASERJET 4600,4600DN,4600DTN,4600HDN,4600N,4,,,,,,,,
Canon,CHP-C9730A,imageCLASS C3500,,,,,,,,,,,,,
HP Hewlett Packard,CHP-C9730A,COLOR LASERJET 5500,Color LaserJet 5500DN,Color Laser,,,,,,,,,,,
Canon,CHP-C9730A-PT,imageCLASS C3500,,,,,,,,,,,,,
HP Hewlett Packard,CHP-C9730A-PT,COLOR LASERJET 5500,Color LaserJet 5500DN,Color Laser,,,,,,,,,,,
Canon,CHP-C9731A,imageCLASS C3500,,,,,,,,,,,,,
HP Hewlett Packard,CHP-C9731A,COLOR LASERJET 5500,Color LaserJet 5500DN,Color Laser,,,,,,,,,,,
Canon,CHP-C9731A-PT,imageCLASS C3500,,,,,,,,,,,,,
HP Hewlett Packard,CHP-C9731A-PT,COLOR LASERJET 5500,Color LaserJet 5500DN,Color Laser,,,,,,,,,,,
Canon,CHP-C9732A,imageCLASS C3501,,,,,,,,,,,,,
HP Hewlett Packard,CHP-C9732A,COLOR LASERJET 5500,5500DN,5500DTN,5500HDN,5500N,5,,,,,,,,
Canon,CHP-C9732A-PT,imageCLASS C3501,,,,,,,,,,,,,
HP Hewlett Packard,CHP-C9732A-PT,COLOR LASERJET 5500,5500DN,5500DTN,5500HDN,5500N,5,,,,,,,,
Canon,CHP-C9733A,imageCLASS C3501,,,,,,,,,,,,,
HP Hewlett Packard,CHP-C9733A,COLOR LASERJET 5500,5500DN,5500DTN,5500HDN,5500N,5,,,,,,,,
Canon,CHP-C9733A-PT,imageCLASS C3501,,,,,,,,,,,,,
HP Hewlett Packard,CHP-C9733A-PT,COLOR LASERJET 5500,5500DN,5500DTN,5500HDN,5500N,5,,,,,,,,
Canon,CHP-CB435A,i-SENSYS LBP-3010,i-SENSYS LBP-3100,LASERSHOT LBP-3018,LASERSHOT LBP-3050,LASERSHOT LBP-,,,,,,,,,
HP Hewlett Packard,CHP-CB435A,i-SENSYS LBP-3010,i-SENSYS LBP-3100,LASERSHOT LBP-3018,LASERSHOT LBP-3050,LASERSHOT LBP-,,,,,,,,,
Canon,CHP-CB435AUNI,imageCLASS LBP6000,imageCLASS MF3010,,,,,,,,,,,,
HP Hewlett Packard,CHP-CB435AUNI,LASERJET M1522 MFP,LaserJet 1522F,,,,,,,,,,,,
Canon,CHP-CB435AUNI-PT,imageCLASS LBP6000,imageCLASS MF3010,,,,,,,,,,,,
HP Hewlett Packard,CHP-CB435AUNI-PT,LASERJET M1522 MFP,LaserJet 1522F,,,,,,,,,,,,
Canon,CHP-CB435JUNI-PT,imageCLASS LBP6000,imageCLASS MF3010,,,,,,,,,,,,
HP Hewlett Packard,CHP-CB435JUNI-PT,LASERJET M1522 MFP,LaserJet 1522F,,,,,,,,,,,,
Canon,CHP-CB436A,i-SENSYS LBP-3250,,,,,,,,,,,,,
HP Hewlett Packard,CHP-CB436A,LASERJET P1505,LaserJet1505n,LaserJet M1120 MFP,Las,,,,,,,,,,
Canon,CHP-CB540AUNI,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8040CN,i-SENSYS MF8050Cn,,,,,,,,,
HP Hewlett Packard,CHP-CB540AUNI,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8040CN,i-SENSYS MF8050Cn,,,,,,,,,
Canon,CHP-CB540AUNI-PT,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8040CN,i-SENSYS MF8050Cn,,,,,,,,,
HP Hewlett Packard,CHP-CB540AUNI-PT,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8040CN,i-SENSYS MF8050Cn,,,,,,,,,
Canon,CHP-CB541A,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8040CN,i-SENSYS MF8050Cn,,,,,,,,,
HP Hewlett Packard,CHP-CB541A,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8040CN,i-SENSYS MF8050Cn,,,,,,,,,
Canon,CHP-CB541AUNI,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8040CN,i-SENSYS MF8050Cn,,,,,,,,,
HP Hewlett Packard,CHP-CB541AUNI,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8040CN,i-SENSYS MF8050Cn,,,,,,,,,
Canon,CHP-CB541AUNI-PT,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8040CN,i-SENSYS MF8050Cn,,,,,,,,,
HP Hewlett Packard,CHP-CB541AUNI-PT,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8040CN,i-SENSYS MF8050Cn,,,,,,,,,
Canon,CHP-CB542A,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8040CN,i-SENSYS MF8050Cn,,,,,,,,,
HP Hewlett Packard,CHP-CB542A,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8040CN,i-SENSYS MF8050Cn,,,,,,,,,
Canon,CHP-CB542AUNI,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8040CN,i-SENSYS MF8050Cn,,,,,,,,,
HP Hewlett Packard,CHP-CB542AUNI,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8040CN,i-SENSYS MF8050Cn,,,,,,,,,
Canon,CHP-CB542AUNI-PT,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8040CN,i-SENSYS MF8050Cn,,,,,,,,,
HP Hewlett Packard,CHP-CB542AUNI-PT,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8040CN,i-SENSYS MF8050Cn,,,,,,,,,
Canon,CHP-CB543A,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8040CN,i-SENSYS MF8050Cn,,,,,,,,,
HP Hewlett Packard,CHP-CB543A,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8040CN,i-SENSYS MF8050Cn,,,,,,,,,
Canon,CHP-CB543AUNI,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8040CN,i-SENSYS MF8050Cn,,,,,,,,,
HP Hewlett Packard,CHP-CB543AUNI,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8040CN,i-SENSYS MF8050Cn,,,,,,,,,
Canon,CHP-CB543AUNI-PT,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8040CN,i-SENSYS MF8050Cn,,,,,,,,,
HP Hewlett Packard,CHP-CB543AUNI-PT,i-SENSYS LBP5050,i-SENSYS LBP5050n,i-SENSYS MF8030Cn,i-SENSYS MF8040CN,i-SENSYS MF8050Cn,,,,,,,,,
Canon,CHP-CC530A,i-SENSYS LBP-7200Cdn,i-SENSYS LBP7210CDN,i-SENSYS LBP7660Cdn,i-SENSYS LBP7680Cx,i-SENSYS,,,,,,,,,
HP Hewlett Packard,CHP-CC530A,i-SENSYS LBP-7200Cdn,i-SENSYS LBP7210CDN,i-SENSYS LBP7660Cdn,i-SENSYS LBP7680Cx,i-SENSYS,,,,,,,,,
Canon,CHP-CC530A-R,i-SENSYS LBP-7200Cdn,i-SENSYS LBP-8340cdn,i-SENSYS LBP-8350Cdn,i-SENSYS LBP-8360cdn,i-SE,,,,,,,,,
HP Hewlett Packard,CHP-CC530A-R,i-SENSYS LBP-7200Cdn,i-SENSYS LBP-8340cdn,i-SENSYS LBP-8350Cdn,i-SENSYS LBP-8360cdn,i-SE,,,,,,,,,
Canon,CHP-CC530AUNI,i-SENSYS LBP-7200Cdn,i-SENSYS LBP7210CDN,i-SENSYS LBP7660Cdn,i-SENSYS LBP7680Cx,i-SENSYS,,,,,,,,,
HP Hewlett Packard,CHP-CC530AUNI,i-SENSYS LBP-7200Cdn,i-SENSYS LBP7210CDN,i-SENSYS LBP7660Cdn,i-SENSYS LBP7680Cx,i-SENSYS,,,,,,,,,
Canon,CHP-CC530AUNI-PT,i-SENSYS LBP-7200Cdn,i-SENSYS LBP7210CDN,i-SENSYS LBP7660Cdn,i-SENSYS LBP7680Cx,i-SENSYS,,,,,,,,,
HP Hewlett Packard,CHP-CC530AUNI-PT,i-SENSYS LBP-7200Cdn,i-SENSYS LBP7210CDN,i-SENSYS LBP7660Cdn,i-SENSYS LBP7680Cx,i-SENSYS,,,,,,,,,
Canon,CHP-CC531A,i-SENSYS 7210CDN,i-SENSYS 7660Cdn,i-SENSYS 7680Cx,i-SENSYS 8340cdn,i-SENSYS 8350Cdn,i-S,,,,,,,,
HP Hewlett Packard,CHP-CC531A,i-SENSYS 7210CDN,i-SENSYS 7660Cdn,i-SENSYS 7680Cx,i-SENSYS 8340cdn,i-SENSYS 8350Cdn,i-S,,,,,,,,
Canon,CHP-CC531A-R,i-SENSYS LBP-7200Cdn,i-SENSYS LBP-8340cdn,i-SENSYS LBP-8350Cdn,i-SENSYS LBP-8360cdn,i-SE,,,,,,,,,
HP Hewlett Packard,CHP-CC531A-R,i-SENSYS LBP-7200Cdn,i-SENSYS LBP-8340cdn,i-SENSYS LBP-8350Cdn,i-SENSYS LBP-8360cdn,i-SE,,,,,,,,,
Canon,CHP-CC531AUNI,i-SENSYS 7210CDN,i-SENSYS 7660Cdn,i-SENSYS 7680Cx,i-SENSYS 8340cdn,i-SENSYS 8350Cdn,i-S,,,,,,,,
HP Hewlett Packard,CHP-CC531AUNI,i-SENSYS 7210CDN,i-SENSYS 7660Cdn,i-SENSYS 7680Cx,i-SENSYS 8340cdn,i-SENSYS 8350Cdn,i-S,,,,,,,,
Canon,CHP-CC531AUNI-PT,i-SENSYS 7210CDN,i-SENSYS 7660Cdn,i-SENSYS 7680Cx,i-SENSYS 8340cdn,i-SENSYS 8350Cdn,i-S,,,,,,,,
Canon,CHP-CC532A,i-SENSYS LBP-7200Cdn,i-SENSYS LBP7210CDN,i-SENSYS LBP7660Cdn,i-SENSYS LBP7680Cx,i-SENSYS,,,,,,,,,
HP Hewlett Packard,CHP-CC532A,i-SENSYS LBP-7200Cdn,i-SENSYS LBP7210CDN,i-SENSYS LBP7660Cdn,i-SENSYS LBP7680Cx,i-SENSYS,,,,,,,,,
Canon,CHP-CC532A-R,i-SENSYS LBP-7200Cdn,i-SENSYS LBP-8340cdn,i-SENSYS LBP-8350Cdn,i-SENSYS LBP-8360cdn,i-SE,,,,,,,,,
HP Hewlett Packard,CHP-CC532A-R,i-SENSYS LBP-7200Cdn,i-SENSYS LBP-8340cdn,i-SENSYS LBP-8350Cdn,i-SENSYS LBP-8360cdn,i-SE,,,,,,,,,
Canon,CHP-CC532AUNI,i-SENSYS 7210CDN,i-SENSYS 7660Cdn,i-SENSYS 7680Cx,i-SENSYS 8340cdn,i-SENSYS 8350Cdn,i-S,,,,,,,,
HP Hewlett Packard,CHP-CC532AUNI,i-SENSYS 7210CDN,i-SENSYS 7660Cdn,i-SENSYS 7680Cx,i-SENSYS 8340cdn,i-SENSYS 8350Cdn,i-S,,,,,,,,
Canon,CHP-CC532AUNI-PT,i-SENSYS 7210CDN,i-SENSYS 7660Cdn,i-SENSYS 7680Cx,i-SENSYS 8340cdn,i-SENSYS 8350Cdn,i-S,,,,,,,,
HP Hewlett Packard,CHP-CC532AUNI-PT,i-SENSYS 7210CDN,i-SENSYS 7660Cdn,i-SENSYS 7680Cx,i-SENSYS 8340cdn,i-SENSYS 8350Cdn,i-S,,,,,,,,
Canon,CHP-CC533A,i-SENSYS LBP-7200Cdn,i-SENSYS LBP7210CDN,i-SENSYS LBP7660Cdn,i-SENSYS LBP7680Cx,i-SENSYS,,,,,,,,,
HP Hewlett Packard,CHP-CC533A,i-SENSYS LBP-7200Cdn,i-SENSYS LBP7210CDN,i-SENSYS LBP7660Cdn,i-SENSYS LBP7680Cx,i-SENSYS,,,,,,,,,
Canon,CHP-CC533A-R,i-SENSYS LBP-7200Cdn,i-SENSYS LBP-8350Cdn,i-SENSYS LBP-8360cdn,i-SENSYS LBP-8380cdw,i-SE,,,,,,,,,
HP Hewlett Packard,CHP-CC533A-R,i-SENSYS LBP-7200Cdn,i-SENSYS LBP-8350Cdn,i-SENSYS LBP-8360cdn,i-SENSYS LBP-8380cdw,i-SE,,,,,,,,,
Canon,CHP-CC533AUNI,i-SENSYS 7210CDN,i-SENSYS 7660Cdn,i-SENSYS 7680Cx,i-SENSYS 8340cdn,i-SENSYS 8350Cdn,i-S,,,,,,,,
HP Hewlett Packard,CHP-CC533AUNI,i-SENSYS 7210CDN,i-SENSYS 7660Cdn,i-SENSYS 7680Cx,i-SENSYS 8340cdn,i-SENSYS 8350Cdn,i-S,,,,,,,,
Canon,CHP-CC533AUNI-PT,i-SENSYS 7210CDN,i-SENSYS 7660Cdn,i-SENSYS 7680Cx,i-SENSYS 8340cdn,i-SENSYS 8350Cdn,i-S,,,,,,,,
HP Hewlett Packard,CHP-CC533AUNI-PT,i-SENSYS 7210CDN,i-SENSYS 7660Cdn,i-SENSYS 7680Cx,i-SENSYS 8340cdn,i-SENSYS 8350Cdn,i-S,,,,,,,,
Canon,CHP-CE250X,i-SENSYS LBP7780Cx,,,,,,,,,,,,,
HP Hewlett Packard,CHP-CE250X,COLOR LASERJET CM3530 MFP,Color LaserJet CM3530fs MF,,,,,,,,,,,,
Canon,CHP-CE250X-R,i-SENSYS LBP7780Cx,,,,,,,,,,,,,
HP Hewlett Packard,CHP-CE250X-R,COLOR LASERJET CP3520,COLOR LASERJET CM3530 MFP,Col,,,,,,,,,,,
Canon,CHP-CE251A,i-SENSYS LBP7780Cx,,,,,,,,,,,,,
HP Hewlett Packard,CHP-CE251A,COLOR LASERJET CM3530 MFP,Color LaserJet CM3530fs MF,,,,,,,,,,,,
Canon,CHP-CE251A-R,i-SENSYS LBP7780Cx,,,,,,,,,,,,,
HP Hewlett Packard,CHP-CE251A-R,COLOR LASERJET CP3525,COLOR LASERJET CM3530 MFP,Col,,,,,,,,,,,
Canon,CHP-CE252A,i-SENSYS LBP7780Cx,,,,,,,,,,,,,
HP Hewlett Packard,CHP-CE252A,COLOR LASERJET CM3530 MFP,Color LaserJet CM3530fs MF,,,,,,,,,,,,
Canon,CHP-CE252A-R,i-SENSYS LBP7780Cx,,,,,,,,,,,,,
HP Hewlett Packard,CHP-CE252A-R,COLOR LASERJET CP3525,COLOR LASERJET CM3530 MFP,Col,,,,,,,,,,,
Canon,CHP-CE253A,i-SENSYS LBP7780Cx,,,,,,,,,,,,,
HP Hewlett Packard,CHP-CE253A,COLOR LASERJET CM3530 MFP,Color LaserJet CM3530fs MF,,,,,,,,,,,,
Canon,CHP-CE253A-R,i-SENSYS LBP7780Cx,,,,,,,,,,,,,
HP Hewlett Packard,CHP-CE253A-R,COLOR LASERJET CP3520,COLOR LASERJET CM3530 MFP,Col,,,,,,,,,,,
Canon,CHP-CE255X,i-SENSYS LBP-6750dn,i-SENSYS LBP-6780X,,,,,,,,,,,,
HP Hewlett Packard,CHP-CE255X,LaserJet Enterprise 500 MFP M525,,,,,,,,,,,,,
Canon,CHP-CE255X-PT,i-SENSYS LBP-6750dn,i-SENSYS LBP-6780X,,,,,,,,,,,,
HP Hewlett Packard,CHP-CE255X-PT,LaserJet Enterprise 500 MFP M525,,,,,,,,,,,,,
Canon,CHP-CE278AUNI,FAX-L150,FAX-L170,FAXPHONE L100,i-SENSYS MF4410,i-SENSYS MF4430,i-SENSYS MF4550d,i-SEN,,,,,,,
HP Hewlett Packard,CHP-CE278AUNI,FAX-L150,FAX-L170,FAXPHONE L100,i-SENSYS MF4410,i-SENSYS MF4430,i-SENSYS MF4550d,i-SEN,,,,,,,
Canon,CHP-CE278AUNI-PT,FAX-L150,FAX-L170,FAXPHONE L100,i-SENSYS MF4410,i-SENSYS MF4430,i-SENSYS MF4550d,i-SEN,,,,,,,
HP Hewlett Packard,CHP-CE278AUNI-PT,FAX-L150,FAX-L170,FAXPHONE L100,i-SENSYS MF4410,i-SENSYS MF4430,i-SENSYS MF4550d,i-SEN,,,,,,,
Canon,CHP-CE278JUNI-PT,FAX-L150,FAX-L170,FAXPHONE L100,i-SENSYS MF4410,i-SENSYS MF4430,i-SENSYS MF4550d,i-SEN,,,,,,,
HP Hewlett Packard,CHP-CE278JUNI-PT,FAX-L150,FAX-L170,FAXPHONE L100,i-SENSYS MF4410,i-SENSYS MF4430,i-SENSYS MF4550d,i-SEN,,,,,,,
Canon,CHP-CE285A,i-SENSYS LBP-6000,i-SENSYS LBP-6000B,i-SENSYS LBP-6020,i-SENSYS LBP-6020B,i-SENSYS MF-30,,,,,,,,,
HP Hewlett Packard,CHP-CE285A,i-SENSYS LBP-6000,i-SENSYS LBP-6000B,i-SENSYS LBP-6020,i-SENSYS LBP-6020B,i-SENSYS MF-30,,,,,,,,,
Canon,CHP-CE310A,LBP 7010C,LBP 7018C,,,,,,,,,,,,
HP Hewlett Packard,CHP-CE310A,COLOR LASERJET PRO 100MFP,COLOR LASERJET PRO M175N,,,,,,,,,,,,
Canon,CHP-CE310A-R,LBP 7010C,LBP 7018C,,,,,,,,,,,,
HP Hewlett Packard,CHP-CE310A-R,COLOR LASERJET PRO 100MFP,COLOR LASERJET PRO M175N,,,,,,,,,,,,
Canon,CHP-CE311A,LBP 7010C,LBP 7018C,,,,,,,,,,,,
HP Hewlett Packard,CHP-CE311A,LaserJet Pro CP1025,COLOR LASERJET PRO 100MFP,COL,,,,,,,,,,,
Canon,CHP-CE311A-R,LBP 7010C,LBP 7018C,,,,,,,,,,,,
HP Hewlett Packard,CHP-CE311A-R,LaserJet Pro CP1025,COLOR LASERJET PRO 100MFP,COL,,,,,,,,,,,
Canon,CHP-CE312A,i-SENSYS LBP7010C,i-SENSYS LBP7018C,,,,,,,,,,,,
HP Hewlett Packard,CHP-CE312A,LaserJet Pro CP1025,LASERJET PRO 1,,,,,,,,,,,,
Canon,CHP-CE312A-R,i-SENSYS LBP7010C,i-SENSYS LBP7018C,,,,,,,,,,,,
HP Hewlett Packard,CHP-CE312A-R,LaserJet Pro CP1025,COLOR LASERJET PRO 100MFP,COL,,,,,,,,,,,
Canon,CHP-CE313A,i-SENSYS LBP7010C,i-SENSYS LBP7018C,,,,,,,,,,,,
HP Hewlett Packard,CHP-CE313A,LaserJet Pro CP1025,COLOR LASERJET PRO 100MFP,COL,,,,,,,,,,,
Canon,CHP-CE313A-R,i-SENSYS LBP7010C,i-SENSYS LBP7018C,,,,,,,,,,,,
HP Hewlett Packard,CHP-CE313A-R,LaserJet Pro CP1025,COLOR LASERJET PRO 100MFP,COL,,,,,,,,,,,
Canon,CHP-CE505A,i-SENSYS LBP6300dn,i-SENSYS LBP6310dn,i-SENSYS LBP6650dn,i-SENSYS LBP6670dn,i-SENSYS LBP,,,,,,,,,
HP Hewlett Packard,CHP-CE505A,i-SENSYS LBP6300dn,i-SENSYS LBP6310dn,i-SENSYS LBP6650dn,i-SENSYS LBP6670dn,i-SENSYS LBP,,,,,,,,,
Canon,CHP-CE505X,i-SENSYS LBP6300dn,i-SENSYS LBP6310dn,i-SENSYS LBP6650dn,i-SENSYS LBP6670dn,i-SENSYS LBP,,,,,,,,,
HP Hewlett Packard,CHP-CE505X,i-SENSYS LBP6300dn,i-SENSYS LBP6310dn,i-SENSYS LBP6650dn,i-SENSYS LBP6670dn,i-SENSYS LBP,,,,,,,,,
Canon,CHP-CE505X-J,i-SENSYS LBP6300dn,i-SENSYS LBP6310dn,i-SENSYS LBP6650dn,i-SENSYS LBP6670dn,i-SENSYS LBP,,,,,,,,,
HP Hewlett Packard,CHP-CE505X-J,i-SENSYS LBP6300dn,i-SENSYS LBP6310dn,i-SENSYS LBP6650dn,i-SENSYS LBP6670dn,i-SENSYS LBP,,,,,,,,,
Canon,CHP-CF210X,Color imageCLASS MF8280Cw,i-SENSYS LBP-7100CN,i-SENSYS LBP-7110CW,imageCLASS MF625CW,ima,,,,,,,,,
HP Hewlett Packard,CHP-CF210X,Color imageCLASS MF8280Cw,i-SENSYS LBP-7100CN,i-SENSYS LBP-7110CW,imageCLASS MF625CW,ima,,,,,,,,,
Canon,CHP-CF210X-R,Color imageCLASS MF8280Cw,i-SENSYS LBP-7100CN,i-SENSYS LBP-7110CW,SateraLBP7100C   Hewlet,,,,,,,,,,
HP Hewlett Packard,CHP-CF210X-R,Color imageCLASS MF8280Cw,i-SENSYS LBP-7100CN,i-SENSYS LBP-7110CW,SateraLBP7100C   Hewlet,,,,,,,,,,
Canon,CHP-CF211A,Color imageCLASS MF8280Cw,i-SENSYS LBP-7100CN,i-SENSYS LBP-7110CW,imageCLASS MF625,image,,,,,,,,,
HP Hewlett Packard,CHP-CF211A,Color imageCLASS MF8280Cw,i-SENSYS LBP-7100CN,i-SENSYS LBP-7110CW,imageCLASS MF625,image,,,,,,,,,
Canon,CHP-CF211A-R,Color imageCLASS MF8280Cw,i-SENSYS LBP-7100CN,i-SENSYS LBP-7110CW,SateraLBP7100C   Hewlet,,,,,,,,,,
HP Hewlett Packard,CHP-CF211A-R,Color imageCLASS MF8280Cw,i-SENSYS LBP-7100CN,i-SENSYS LBP-7110CW,SateraLBP7100C   Hewlet,,,,,,,,,,
Canon,CHP-CF212A,Color imageCLASS MF8280Cw,i-SENSYS LBP-7100CN,i-SENSYS LBP-7110CW,imageCLASS MF625CW,ima,,,,,,,,,
HP Hewlett Packard,CHP-CF212A,Color imageCLASS MF8280Cw,i-SENSYS LBP-7100CN,i-SENSYS LBP-7110CW,imageCLASS MF625CW,ima,,,,,,,,,
Canon,CHP-CF212A-R,Color imageCLASS MF8280Cw,i-SENSYS LBP-7100CN,i-SENSYS LBP-7110CW,SateraLBP7100C   Hewlet,,,,,,,,,,
HP Hewlett Packard,CHP-CF212A-R,Color imageCLASS MF8280Cw,i-SENSYS LBP-7100CN,i-SENSYS LBP-7110CW,SateraLBP7100C   Hewlet,,,,,,,,,,
Canon,CHP-CF213A,Color imageCLASS MF8280Cw,i-SENSYS LBP-7100CN,i-SENSYS LBP-7110CW,imageCLASS MF625CW,ima,,,,,,,,,
HP Hewlett Packard,CHP-CF213A,Color imageCLASS MF8280Cw,i-SENSYS LBP-7100CN,i-SENSYS LBP-7110CW,imageCLASS MF625CW,ima,,,,,,,,,
Canon,CHP-CF213A-R,Color imageCLASS MF8280Cw,i-SENSYS LBP-7100CN,i-SENSYS LBP-7110CW,SateraLBP7100C   Hewlet,,,,,,,,,,
HP Hewlett Packard,CHP-CF213A-R,Color imageCLASS MF8280Cw,i-SENSYS LBP-7100CN,i-SENSYS LBP-7110CW,SateraLBP7100C   Hewlet,,,,,,,,,,
Canon,CHP-CF283XUNI-PT,ImageClass D570,ImageClass LBP-151DW,ImageClass MF210,ImageClass MF210DW,ImageClass MF21,,,,,,,,,
HP Hewlett Packard,CHP-CF283XUNI-PT,ImageClass D570,ImageClass LBP-151DW,ImageClass MF210,ImageClass MF210DW,ImageClass MF21,,,,,,,,,
Canon,CHP-CF410A,LASERSHOT LBP-1210,,,,,,,,,,,,,
HP Hewlett Packard,CHP-CF410A,M452DW,M452NW,MFP-M477FDN,MFP-M477FDW,MFP-M477FNW,,,,,,,,,
Canon,CHP-CF410A-PT,LASERSHOT LBP-1210,,,,,,,,,,,,,
HP Hewlett Packard,CHP-CF410A-PT,M452DW,M452NW,MFP-M477FDN,MFP-M477FDW,MFP-M477FNW,,,,,,,,,
Canon,CHP-CF410X,LASERSHOT LBP-1210,,,,,,,,,,,,,
HP Hewlett Packard,CHP-CF410X,M452DW,M452NW,MFP-M477FDN,MFP-M477FDW,MFP-M477FNW,,,,,,,,,
Canon,CHP-CF410X-PT,LASERSHOT LBP-1210,,,,,,,,,,,,,
HP Hewlett Packard,CHP-CF410X-PT,M452DW,M452NW,MFP-M477FDN,MFP-M477FDW,MFP-M477FNW,,,,,,,,,
Canon,CHP-CF411A,LASERSHOT LBP-1210,,,,,,,,,,,,,
HP Hewlett Packard,CHP-CF411A,M452DW,M452NW,MFP-M477FDN,MFP-M477FDW,MFP-M477FNW,,,,,,,,,
Canon,CHP-CF411A-PT,LASERSHOT LBP-1210,,,,,,,,,,,,,
HP Hewlett Packard,CHP-CF411A-PT,M452DW,M452NW,MFP-M477FDN,MFP-M477FDW,MFP-M477FNW,,,,,,,,,
Canon,CHP-CF411X,LASERSHOT LBP-1210,,,,,,,,,,,,,
HP Hewlett Packard,CHP-CF411X,M452DW,M452NW,MFP-M477FDN,MFP-M477FDW,MFP-M477FNW,,,,,,,,,
Canon,CHP-CF411X-PT,LASERSHOT LBP-1210,,,,,,,,,,,,,
